"husage","husearns","huseduc","husblck","hushisp","hushrs","kidge6","earns","age","black","educ","hispanic","union","kidlt6","hrwage"
41,600,13,0,0,40,1,300,36,0,12,0,0,0,10
34,1060,18,0,0,50,0,564,33,0,16,0,0,1,23.5
23,450,12,0,0,50,0,450,26,0,12,0,0,1,10
47,936,13,0,0,60,0,320,40,0,13,0,1,0,8
38,390,12,0,0,44,0,266,38,0,12,0,0,1,6.65
41,700,16,0,0,40,1,500,39,0,16,0,1,0,12.5
57,450,16,0,0,30,0,350,52,0,15,0,0,0,9.722222
30,692,15,0,0,64,0,460,28,0,15,0,0,1,11.5
41,340,14,0,0,40,1,624,41,0,14,0,0,0,15.6
26,400,16,0,0,55,0,247,25,0,16,0,0,0,7.057143
52,450,12,0,0,40,0,212,52,0,12,0,0,0,5.3
43,476,13,0,0,40,0,387,45,0,14,0,0,0,9.675
54,900,12,0,0,40,1,190,43,0,14,0,0,0,9.5
28,300,18,0,0,32,0,500,25,0,12,0,0,1,12.5
49,1000,13,0,0,60,1,130,48,0,12,0,0,0,5.2
57,940,12,0,0,40,0,210,49,0,10,0,0,0,5
50,925,17,0,0,55,0,538,49,0,16,0,1,0,13.45
50,925,17,0,0,55,0,538,49,0,16,0,1,0,13.45
38,560,7,0,0,40,1,278,35,0,12,0,0,0,6.95
39,200,12,0,1,50,0,250,38,0,11,1,1,0,6.25
30,220,12,0,0,40,0,260,30,0,13,0,0,1,6.5
64,750,13,0,0,40,0,300,56,0,12,0,0,0,8.571428
63,234,5,0,1,40,0,150,52,0,5,1,0,0,3.75
51,800,16,0,0,48,0,800,50,0,17,0,0,0,20
35,430,14,0,0,32,0,192,32,0,12,0,0,1,9.142858
33,170,12,0,0,46,0,300,30,0,12,0,0,1,7.5
38,373,18,0,0,40,0,576,40,0,18,0,0,1,16.45714
40,1125,16,0,0,40,1,521,37,0,16,0,0,0,13.025
49,1005,13,0,0,40,1,556,46,0,12,0,0,0,13.9
24,344,14,0,0,40,0,284,29,0,12,0,0,1,7.1
37,500,12,0,0,55,0,125,48,0,12,0,1,1,6.25
25,175,13,0,0,40,0,480,25,0,14,0,0,1,12
35,600,14,0,0,40,0,420,31,0,14,0,0,1,17.5
36,567,14,0,0,40,0,200,38,0,12,0,0,0,5
39,450,12,0,1,40,0,345,38,0,16,0,1,1,7.666667
26,167,13,0,0,25,0,596,27,0,18,0,0,0,14.9
50,225,15,0,0,46,1,800,46,0,17,0,1,0,20
44,425,12,0,0,40,0,456,46,0,12,0,1,0,11.4
39,500,12,0,0,40,1,185,38,0,12,0,0,0,7.4
27,400,12,0,0,40,0,400,33,0,17,1,1,1,10
29,325,12,0,0,40,0,515,29,0,15,0,0,1,14.30556
44,360,12,0,0,30,1,320,42,0,13,0,0,0,8
26,600,13,0,0,44,0,374,27,0,13,0,1,0,9.35
49,1200,18,0,0,50,0,650,48,0,16,0,1,0,16.25
43,700,15,0,0,40,1,520,43,0,16,0,0,0,13
27,461,12,0,0,56,0,480,27,0,12,0,0,0,12
32,480,12,0,0,40,1,125,35,0,12,0,0,0,5
37,340,12,0,0,40,1,139,36,0,12,0,0,0,6.95
42,488,18,0,0,50,1,150,39,0,14,0,0,0,6
49,658,12,0,0,42,1,400,46,0,13,0,0,0,10
41,635,16,0,0,40,1,504,37,0,16,0,0,0,12.6
36,200,16,0,0,40,0,662,30,0,13,1,1,1,16.55
39,982,14,1,0,48,0,240,32,1,12,0,0,1,6
50,326,11,0,0,40,1,144,47,0,12,0,0,0,7.2
36,230,10,0,0,36,1,250,27,0,7,0,0,0,6.944445
37,525,14,0,0,45,0,340,35,0,14,0,0,1,12.14286
25,450,12,0,0,66,0,300,27,0,12,0,0,0,7.5
32,650,13,0,0,40,0,450,27,0,16,0,1,0,11.25
43,877,18,0,0,40,1,462,40,0,10,0,0,0,11.55
43,518,12,0,0,40,0,164,41,0,12,0,0,0,5.466667
45,750,18,0,0,60,0,1000,44,0,18,0,0,0,25
21,414,13,0,0,40,0,380,21,0,14,0,1,1,9.5
59,500,13,0,0,40,0,400,48,0,13,0,0,0,10
55,325,12,0,0,40,0,400,51,0,12,0,0,0,10
32,375,12,1,0,40,0,400,30,1,12,0,1,1,10
44,900,18,0,0,40,0,500,41,0,18,0,0,1,12.5
56,850,16,0,0,43,0,450,52,0,12,0,1,0,11.25
41,653,18,0,0,40,0,690,41,0,13,0,0,0,17.25
35,740,16,0,0,40,0,558,30,0,16,0,0,0,13.95
31,400,13,0,1,44,0,375,21,0,12,0,0,1,9.375
37,481,13,0,0,40,0,220,27,0,13,0,0,0,5.5
36,740,13,0,0,40,0,125,35,0,14,0,0,1,6.25
46,1000,16,0,0,40,1,321,39,0,16,0,0,0,13.375
47,400,12,0,0,32,1,250,43,0,12,0,0,0,8.333333
24,480,12,0,0,40,0,220,24,0,13,0,0,1,5.5
39,600,12,0,0,45,1,147,38,0,14,0,0,0,4.59375
31,798,12,0,0,40,1,327,37,0,12,0,1,0,8.175
27,386,12,0,0,50,0,740,25,0,16,0,0,0,16.44444
23,750,16,0,0,50,0,780,23,0,16,0,0,0,13
25,256,12,0,0,40,0,240,23,0,12,0,0,0,6
35,350,8,0,0,40,1,163,36,0,12,0,0,0,6.52
39,635,13,0,0,40,0,350,33,0,12,0,0,1,8.75
39,600,13,0,0,55,0,600,37,0,15,0,0,0,15
31,624,14,0,0,48,0,400,35,0,12,0,0,1,10
34,750,16,0,0,40,0,400,34,0,18,0,1,1,10
52,500,18,0,0,40,1,400,44,0,18,0,0,0,10
51,640,14,0,0,55,0,629,52,0,14,0,0,0,19.65625
41,700,15,0,0,55,0,600,31,0,16,0,0,0,15
41,720,12,0,0,40,0,495,37,0,12,0,0,1,10.3125
38,650,16,0,0,40,0,500,33,0,16,0,0,0,12.5
35,640,14,0,0,55,0,260,36,0,12,0,0,0,6.5
65,200,16,0,0,20,0,250,59,0,14,0,0,0,12.5
36,240,12,0,0,40,0,460,33,0,16,0,1,1,19.16667
30,600,12,0,1,40,0,175,28,0,12,1,0,1,5
24,420,12,0,0,40,0,430,22,0,12,0,0,0,10.75
48,1200,18,0,0,50,1,672,50,0,15,0,0,0,16.8
26,320,15,0,0,40,0,500,24,0,12,0,0,0,12.5
24,420,16,0,0,45,0,206,22,0,16,0,0,0,4.577778
39,650,12,0,0,40,1,412,37,0,12,0,0,0,10.3
40,480,12,1,0,40,1,423,36,1,14,0,0,0,10.575
44,1500,14,0,1,40,0,360,40,0,12,1,0,0,9
35,500,12,0,0,49,0,400,32,0,12,0,0,1,10
39,320,12,0,0,40,1,303,37,0,12,0,1,0,10.1
35,400,16,0,0,40,0,448,33,0,16,0,0,1,11.2
31,450,16,0,0,50,0,302,29,0,16,0,0,1,7.55
28,280,10,0,0,40,0,160,29,0,13,0,0,1,6.666667
31,400,10,0,0,50,0,280,31,0,12,0,0,1,7
41,650,14,0,0,55,1,163,42,0,14,0,0,0,8.15
38,1800,12,0,0,60,1,175,33,0,12,0,0,0,7.291667
31,176,12,0,0,32,0,598,28,0,16,0,0,0,14.95
51,730,12,0,0,45,0,200,48,0,11,0,0,0,6.25
34,586,12,0,0,56,0,224,34,0,12,0,0,1,8.96
41,750,11,0,0,40,1,845,37,0,14,0,1,0,26.40625
42,300,11,0,1,40,1,600,37,0,12,1,0,0,12
34,600,11,0,1,40,1,238,36,0,9,0,0,0,5.95
38,1150,12,0,0,45,1,256,35,0,12,0,0,0,8
49,600,13,0,0,40,0,370,33,0,15,0,0,0,9.25
33,808,18,0,0,40,0,827,32,0,18,0,0,0,18.37778
49,720,12,0,0,40,0,490,48,0,12,0,1,0,14
52,600,12,0,0,40,0,342,56,0,13,0,0,0,9.771428
25,440,12,0,0,50,0,300,31,0,12,0,0,1,8.571428
35,1500,18,0,0,45,0,300,32,0,18,0,0,0,12.5
51,350,12,0,0,50,1,358,42,0,12,0,0,0,8.95
40,400,15,0,0,56,1,330,41,0,12,0,0,0,8.25
48,540,11,0,0,65,0,255,46,0,12,0,0,0,6.375
47,700,18,0,0,50,1,225,47,0,12,0,0,0,7.5
43,880,16,0,0,40,0,283,33,0,15,0,0,1,8.085714
52,1500,12,0,1,46,0,480,33,0,14,0,0,0,12
49,541,12,1,0,28,0,275,46,1,12,0,0,0,6.875
48,1038,13,0,0,60,0,100,47,0,16,0,0,0,4.761905
34,190,9,0,0,40,0,425,36,1,16,0,0,0,10.625
45,1923,15,0,0,50,0,2884.5,46,0,15,0,1,0,72.1125
43,640,14,0,0,40,1,600,43,0,12,0,0,0,15
33,1300,18,0,0,55,0,650,32,0,18,0,0,1,13
39,700,16,0,0,51,0,750,39,0,17,0,1,1,18.75
62,290,8,0,0,40,0,194,59,0,12,0,0,0,4.85
30,633,12,0,0,40,1,75,30,0,12,0,0,0,3.571429
37,528,12,0,0,40,0,124,30,0,13,0,0,1,6.2
38,730,16,0,0,43,0,280,38,0,16,0,0,1,7
39,280,12,0,0,51,1,400,38,0,12,0,0,0,8.888889
48,1600,17,0,0,40,1,600,42,0,17,0,1,0,20
38,400,12,0,0,40,0,404,31,0,18,0,0,0,10.1
37,510,12,1,0,40,1,480,35,1,12,0,1,0,12
38,240,12,0,0,40,1,200,38,0,12,0,0,0,5
48,520,12,0,0,40,0,224,43,0,12,0,0,0,5.6
33,480,12,0,0,40,1,500,38,0,18,0,0,0,12.5
43,645,15,0,0,56,0,613,45,0,18,0,1,0,15.325
27,652,12,0,0,60,0,280,25,0,12,0,0,0,7
46,800,18,0,0,40,1,300,44,0,18,0,0,0,15
37,330,12,0,0,23,1,306,32,0,14,0,0,0,9.5625
44,550,12,0,0,40,1,450,41,0,14,0,0,0,15
30,320,12,0,0,40,0,260,28,0,12,0,0,1,6.5
47,630,11,0,0,40,1,624,44,0,12,0,1,0,15.6
50,451,10,0,0,46,0,389,46,0,10,0,0,0,9.725
39,560,12,0,0,40,0,360,41,0,12,0,0,1,9
28,350,16,1,0,45,0,165,27,1,16,0,0,1,8.25
29,252,12,0,1,38,0,250,29,0,15,1,0,0,6.25
37,222,8,0,1,40,0,469,34,0,15,1,1,1,11.725
47,372,12,0,0,40,1,310,35,0,12,0,0,0,6.2
42,750,12,0,0,50,1,236,42,0,12,0,0,0,6.742857
34,600,14,0,0,40,0,460,35,0,13,0,1,1,11.5
44,800,16,0,1,32,1,700,45,0,18,0,1,0,17.5
34,800,17,0,0,40,0,530,28,0,16,0,0,0,13.25
49,600,12,0,0,48,0,640,37,0,12,0,0,0,16
33,386,12,0,0,40,0,420,31,0,12,0,1,1,10.5
42,480,9,0,0,40,0,355,37,0,12,0,1,1,8.875
42,923,16,1,0,40,1,923,41,1,16,0,0,0,23.075
30,1923,18,0,0,60,0,594,28,0,16,0,0,0,14.85
41,452,11,0,1,42,0,160,30,0,9,1,0,1,8
43,600,15,0,0,40,0,350,35,0,18,0,0,1,8.75
37,359,14,0,0,40,1,399,40,0,13,0,0,0,9.975
30,595,14,0,1,48,0,430,30,0,16,1,0,1,10.75
62,580,10,0,0,40,0,500,58,0,14,0,0,0,11.11111
55,1500,18,0,0,45,0,770,55,0,12,0,0,0,17.11111
58,500,14,0,0,44,0,240,54,0,12,0,0,0,6
40,600,14,1,0,40,0,480,40,1,14,0,1,0,12
40,1500,16,0,0,40,1,500,43,0,13,0,0,0,12.5
30,1000,16,0,0,50,0,175,28,0,16,0,0,0,7.291667
26,700,12,0,0,40,0,500,28,0,12,0,0,0,12.5
58,550,16,0,0,32,0,155,52,0,16,0,0,0,5.740741
52,1000,16,0,0,30,0,520,36,0,16,0,0,0,16.25
56,960,18,0,0,60,0,500,50,0,18,0,0,0,12.5
24,615,16,0,0,40,0,346,24,0,16,0,0,0,8.65
27,436,13,0,0,40,0,350,26,0,14,0,0,0,8.75
50,320,12,0,0,49,1,270,48,0,12,0,0,0,10.8
38,410,16,0,0,40,1,450,38,0,12,1,0,0,15
41,650,16,0,0,50,0,500,26,0,16,0,0,1,10
32,250,16,0,0,40,0,500,29,0,14,0,0,1,12.5
40,300,14,0,0,40,1,240,38,0,12,0,0,0,6
36,1300,16,1,0,50,0,800,37,1,16,0,1,1,40
46,615,12,0,1,39,0,300,53,0,12,1,0,0,7.5
40,475,12,0,0,60,1,258,43,0,12,0,0,0,8.6
37,532,16,0,0,38,0,520,38,0,16,0,0,1,13
29,420,12,0,0,40,0,150,31,0,12,0,0,0,5
41,250,11,1,0,32,1,349,38,1,9,0,0,0,8.725
37,400,18,0,0,60,0,546,35,0,16,0,0,1,13.65
39,808,14,0,0,40,1,94,38,0,13,0,0,0,4.7
26,320,16,0,0,40,0,280,23,0,16,0,0,0,7
49,414,12,1,0,32,1,885,47,0,18,0,0,0,25.28572
41,540,11,0,0,48,1,342,42,0,15,0,0,0,8.55
29,600,13,0,0,50,0,1500,29,0,12,0,0,1,37.5
25,500,12,0,0,55,0,230,24,0,12,0,0,1,5.75
45,900,17,0,0,46,1,550,45,0,14,0,0,0,15.71429
28,332,12,0,0,40,0,320,25,0,14,0,0,1,8
29,900,17,0,0,40,1,308,29,0,16,0,0,0,7.7
46,820,16,0,0,32,0,195,45,0,12,0,1,0,6.5
52,366,9,0,0,40,0,160,44,0,13,0,1,0,4.571429
44,600,12,0,0,40,1,224,39,0,13,0,0,0,7
58,600,12,0,0,32,1,700,39,0,13,0,0,0,23.33333
40,548,17,0,0,40,1,252,39,0,12,0,0,0,6.3
42,500,12,1,0,40,1,240,42,1,12,0,0,0,6
27,342,12,0,0,40,1,345,25,0,12,0,0,0,8.625
34,575,12,0,0,40,0,395,33,0,12,0,0,0,9.875
51,176,15,0,0,40,1,304,44,0,12,0,1,0,7.6
54,1200,16,0,0,40,0,165,51,0,12,0,0,0,5.5
47,880,12,0,0,44,0,150,47,0,12,0,0,0,6
43,1307,16,0,0,60,1,350,42,0,16,0,1,0,11.66667
24,264,10,0,0,40,0,200,20,0,12,0,0,0,5
32,196,14,1,0,40,0,212,31,1,14,0,0,0,5.3
55,396,12,1,0,40,1,700,43,1,17,0,0,0,17.5
49,300,12,1,0,40,0,135,52,1,12,0,0,0,4.21875
50,920,12,0,0,40,0,675,46,0,16,0,0,0,21.09375
54,900,14,0,0,45,0,900,54,0,18,0,0,0,22.5
59,800,12,0,0,40,0,132,56,0,8,0,0,0,5.5
48,550,12,0,0,45,0,770,45,0,12,0,0,0,22
52,600,9,1,1,40,0,450,45,1,12,1,1,0,12.85714
32,550,12,0,0,40,1,130,35,0,14,0,0,0,4.333333
33,560,11,0,0,40,1,210,27,0,8,0,0,0,5.25
42,1120,12,0,0,50,0,320,37,0,12,0,0,0,8
24,388,12,0,0,40,0,300,25,0,16,0,0,0,7.5
50,512,16,0,0,40,1,500,48,0,18,0,0,0,12.5
32,700,9,0,1,50,1,100,33,0,9,1,0,0,5
43,371,12,0,0,54,0,280,41,0,12,0,0,0,7
39,280,12,0,0,40,1,340,38,0,12,0,0,0,8.5
25,338,14,0,0,40,1,300,28,0,12,0,0,0,7.5
42,250,13,0,0,30,1,600,41,0,13,0,0,0,15
37,556,12,0,0,40,0,320,33,0,12,0,0,1,8
34,594,16,0,0,40,1,545,39,0,18,0,1,0,15.13889
39,600,17,0,0,40,0,414,36,0,12,0,0,1,10.35
37,500,12,0,0,50,0,452,29,0,12,0,1,1,11.3
38,653,17,0,0,40,1,423,37,0,16,0,0,0,13.21875
43,640,16,0,0,40,0,300,34,0,18,0,0,1,9.375
39,360,16,0,0,40,1,320,36,0,16,0,0,0,8
46,400,12,0,0,40,0,400,46,0,10,0,0,0,16
48,300,13,0,0,44,0,308,42,0,13,0,0,0,7.7
49,350,12,1,0,40,0,125,48,1,13,0,0,0,6.25
28,750,16,0,0,50,0,750,28,0,17,0,0,0,15
40,425,12,0,0,58,1,150,45,0,16,0,0,0,4.285714
32,400,12,0,0,60,0,142,31,0,16,0,0,0,6.761905
55,300,14,0,0,38,0,750,50,0,15,0,0,0,18.75
29,750,16,0,0,40,0,865,29,0,16,0,0,0,21.625
33,700,17,0,0,40,0,700,33,0,16,0,0,0,17.5
30,1008,14,0,0,40,0,900,29,0,14,0,0,0,22.5
36,360,16,0,0,42,0,212,30,0,13,0,0,0,5.3
53,388,12,0,0,40,0,360,50,0,12,0,0,0,11.25
61,408,9,0,0,40,0,606,58,0,12,0,0,0,15.15
32,600,12,0,0,60,0,400,32,0,12,0,0,0,10
44,730,12,0,0,45,0,180,43,0,14,0,0,0,7.5
30,900,16,0,0,50,0,960,26,0,16,0,0,0,24
45,1111,16,0,0,60,0,156,41,0,12,0,0,1,6.5
39,800,12,0,0,60,1,150,39,0,12,0,0,0,7.5
33,540,12,0,0,45,0,280,31,0,12,0,0,1,7
28,577,13,0,0,45,0,538,28,0,14,0,0,1,11.95556
52,481,12,0,0,40,0,308,51,0,12,1,0,0,7.7
43,550,14,0,0,40,0,600,53,0,16,0,1,0,13.33333
39,534,12,0,0,38,1,605,28,0,12,0,1,0,15.125
53,320,12,1,0,40,0,320,49,1,11,0,0,0,8
30,900,18,0,0,32,0,876,30,0,16,0,0,0,19.46667
47,460,12,0,0,32,0,500,49,0,12,0,0,0,14.28571
52,220,12,0,0,40,0,280,40,0,12,0,0,1,7
26,750,16,0,0,40,0,356,25,0,16,0,0,0,8.9
31,1000,18,0,0,65,0,173,30,0,16,0,0,1,8.65
26,480,5,0,1,48,0,330,24,0,9,1,0,1,7.333333
49,302,17,0,0,40,1,420,41,0,14,0,0,0,10.5
49,684,12,0,0,40,0,407,51,0,12,0,0,0,6.783333
33,827,14,0,0,50,0,455,32,0,15,0,0,1,15.16667
41,567,18,0,0,20,1,500,38,0,18,0,1,0,10
36,180,12,0,0,40,1,220,35,0,12,0,1,0,5.5
29,960,18,0,0,45,0,960,26,0,16,0,0,0,24
32,400,12,0,0,57,0,340,31,0,12,0,0,1,8.5
24,550,16,0,0,40,0,240,24,0,16,0,0,0,6
27,654,10,0,0,40,1,360,30,0,12,0,0,0,9
30,450,12,0,0,40,1,320,29,0,10,0,0,0,8
49,400,12,0,0,40,0,240,46,0,12,0,0,0,7.5
47,640,18,0,0,40,0,520,46,0,18,0,0,0,13
43,400,8,0,0,40,1,241,41,0,12,0,1,0,8.033334
50,1050,18,0,0,48,1,890,41,0,18,0,0,0,17.8
51,240,13,0,0,40,0,600,52,0,12,0,0,0,15
57,740,14,0,0,32,0,650,56,0,14,0,0,0,16.25
30,420,12,0,0,32,1,460,28,0,12,0,0,0,13.14286
44,690,12,0,0,44,1,80,39,0,12,0,0,0,2.5
37,700,13,0,0,50,0,400,40,0,12,0,0,0,8
36,500,12,0,0,40,1,750,38,0,16,0,0,0,20.83333
44,635,12,1,0,40,1,349,43,1,12,0,1,0,8.725
32,600,15,0,0,43,0,369,26,0,16,0,0,0,9.225
36,550,13,0,1,50,0,318,34,0,14,1,0,1,7.95
56,925,14,0,0,49,0,486,53,0,14,0,1,0,12.15
54,502,13,0,0,40,0,475,51,0,12,0,1,0,11.875
35,450,15,0,0,32,0,225,34,0,16,0,0,1,5.625
30,597,16,0,0,38,0,594,27,0,15,0,1,0,24.75
30,750,13,0,0,48,0,247,30,0,12,0,0,1,6.861111
36,625,14,0,0,32,0,604,37,0,12,0,0,0,15.1
32,900,16,0,0,60,0,700,35,0,16,0,0,1,17.5
53,1600,12,0,0,40,0,1200,46,0,14,0,1,0,30
39,650,12,0,0,50,1,506,40,0,12,0,0,0,11.24444
42,1538,18,0,0,40,1,1057,29,0,14,0,1,0,26.425
62,156,16,0,0,26,0,650,59,0,12,0,0,0,16.25
48,500,16,0,0,60,0,240,32,0,14,0,0,1,7.5
43,445,13,0,0,45,1,325,43,0,12,0,0,0,8.125
34,170,12,0,0,40,0,342,32,0,16,0,0,1,9.771428
48,1045,16,0,1,40,0,400,52,0,12,1,0,0,10
40,240,12,0,0,40,1,186,37,0,12,0,0,0,4.65
52,440,14,0,0,40,1,1200,45,0,17,0,0,0,30
37,1300,16,0,0,50,1,280,37,0,12,0,0,0,7
34,770,16,0,0,40,1,138,35,0,16,0,0,0,4.3125
52,750,18,0,0,40,0,248,38,0,12,0,0,0,7.085714
42,750,12,0,0,40,1,1000,37,0,18,0,0,0,25
40,540,12,0,0,40,1,1250,35,0,12,0,0,0,39.0625
37,700,16,0,0,40,1,335,34,0,12,0,0,0,8.375
52,662,12,0,0,40,0,420,36,0,12,0,0,0,10.5
28,358,9,0,1,40,0,364,42,0,12,1,0,1,9.1
36,550,16,0,0,60,0,500,43,0,12,0,0,0,12.5
40,900,12,0,0,50,1,400,31,0,16,0,0,0,10
52,1060,18,0,0,40,1,267,55,0,16,0,0,0,6.675
43,870,12,0,0,40,0,700,42,0,12,0,0,0,17.5
32,450,17,0,0,40,0,340,29,0,16,0,0,1,14.16667
34,450,14,0,0,40,0,500,35,0,15,0,0,1,16.66667
56,1050,18,0,0,50,0,1050,42,0,18,0,0,0,21
40,344,12,0,0,37,0,808,48,0,12,0,0,0,20.2
54,1000,16,0,0,40,1,227,53,0,16,0,0,0,10.80952
44,600,16,0,0,60,1,550,39,0,16,0,1,0,12.22222
44,872,16,0,0,45,1,201,43,0,16,0,0,0,6.28125
38,657,15,0,0,60,0,750,34,0,12,1,0,1,11.36364
40,340,7,0,1,40,1,200,38,0,10,1,0,0,5
32,800,9,0,0,40,0,280,32,0,12,0,0,0,7
30,550,12,0,0,40,0,300,28,0,12,0,0,1,7.5
37,360,13,0,0,40,0,720,27,0,14,0,0,0,18
33,625,14,0,0,60,0,550,28,0,14,1,0,0,13.75
37,600,12,0,0,50,0,310,23,0,13,0,0,0,7.75
37,500,12,0,0,42,1,240,36,0,12,0,0,0,6
53,1200,12,0,0,40,0,341,53,0,12,0,0,0,17.05
43,850,18,0,0,50,0,300,43,0,15,0,0,0,8.333333
50,1800,16,0,0,24,0,168,46,0,16,0,0,0,5.6
29,600,12,0,0,32,0,340,28,0,12,0,0,0,8.5
50,400,12,0,0,40,0,400,38,0,14,0,1,0,10
48,300,12,0,0,50,1,150,47,0,12,0,0,0,4.285714
37,503,15,0,0,45,0,50,31,0,16,0,0,1,2.083333
28,500,12,0,0,50,0,320,30,0,12,0,0,0,8
25,520,16,0,0,50,0,420,25,0,16,0,0,0,10.5
32,600,16,0,0,60,0,400,37,0,12,1,1,0,10.25641
30,400,16,1,0,40,0,500,32,1,16,0,0,1,12.5
48,1000,12,0,0,45,0,165,43,0,12,0,0,0,8.25
33,592,12,0,0,34,0,473,32,0,12,1,0,0,10.51111
32,596,18,0,0,48,0,600,29,0,18,0,1,1,13.33333
38,1200,13,0,0,40,1,170,37,0,12,0,0,0,4.25
37,602,11,1,0,50,1,426,35,1,14,0,0,0,10.65
47,865,12,0,0,50,1,595,44,0,15,0,0,0,17
37,1000,16,1,0,45,0,400,36,1,16,0,0,1,10
40,880,12,0,0,40,1,450,32,0,16,0,0,0,11.25
30,553,16,0,0,40,0,538,28,0,16,0,0,0,13.45
49,750,12,0,0,40,0,360,48,0,12,0,0,0,9
